id;ifes;area;Nome;Mod;ano base;Nota;Docen;A1;A2;B1;B2;B3;B4;B5;C
30015014001P9;FVC;GESTÃO SOCIAL, EDUCAÇÃO E DESENVOLVIMENTO REGIONAL;SOCIAIS E HUMANIDADES;Prof;2016;3;23;0;1;1;1;57;3;2;1
30015014002P5;FVC;CIÊNCIA, TECNOLOGIA E EDUCAÇÃO;SOCIAIS E HUMANIDADES;Prof;2016;3;27;0;0;3;4;21;0;2;0
31001017001P4;UFRJ;EDUCAÇÃO;EDUCAÇÃO;Acad;2013;5;36;15;25;15;21;8;4;4;10
31001017001P4;UFRJ;EDUCAÇÃO;EDUCAÇÃO;Acad;2014;5;37;22;30;22;30;10;3;9;21
31001017001P4;UFRJ;EDUCAÇÃO;EDUCAÇÃO;Acad;2015;5;37;16;27;18;15;8;5;7;16
31001017001P4;UFRJ;EDUCAÇÃO;EDUCAÇÃO;Acad;2016;5;41;15;19;13;14;4;4;11;11
31001017002P0;UFRJ;FÍSICA;FÍSICA;Acad;2013;7;65;58;95;25;11;3;2;3;7
31001017002P0;UFRJ;FÍSICA;FÍSICA;Acad;2014;7;62;46;50;31;11;1;2;4;4
31001017002P0;UFRJ;FÍSICA;FÍSICA;Acad;2015;7;62;37;45;24;9;0;0;3;11
31001017002P0;UFRJ;FÍSICA;FÍSICA;Acad;2016;7;68;46;72;21;4;4;1;5;7
31001017003P7;UFRJ;MATEMÁTICA;MATEMÁTICA;Acad;2013;7;53;13;20;20;6;1;4;3;1
31001017003P7;UFRJ;MATEMÁTICA;MATEMÁTICA;Acad;2014;7;57;12;19;21;7;4;0;2;2
31001017003P7;UFRJ;MATEMÁTICA;MATEMÁTICA;Acad;2015;7;58;19;18;18;7;4;1;1;1
31001017003P7;UFRJ;MATEMÁTICA;MATEMÁTICA;Acad;2016;7;57;20;24;24;9;1;0;1;0
31001017004P3;UFRJ;ENGENHARIA DE SISTEMAS E COMPUTAÇÃO;SISTEMA DE COMPUTAÇÃO;Acad;2013;7;41;15;16;18;5;3;0;14;5
31001017004P3;UFRJ;ENGENHARIA DE SISTEMAS E COMPUTAÇÃO;SISTEMA DE COMPUTAÇÃO;Acad;2014;7;40;8;23;12;1;5;1;12;3
31001017004P3;UFRJ;ENGENHARIA DE SISTEMAS E COMPUTAÇÃO;SISTEMA DE COMPUTAÇÃO;Acad;2015;7;41;9;15;18;3;6;2;12;2
31001017004P3;UFRJ;ENGENHARIA DE SISTEMAS E COMPUTAÇÃO;SISTEMA DE COMPUTAÇÃO;Acad;2016;7;41;15;33;13;4;5;2;4;1
31001017005P0;UFRJ;ESTATÍSTICA;ESTATÍSTICA;Acad;2013;5;17;4;2;5;4;1;0;0;0
31001017005P0;UFRJ;ESTATÍSTICA;ESTATÍSTICA;Acad;2014;5;16;3;5;7;1;1;1;0;0
31001017005P0;UFRJ;ESTATÍSTICA;ESTATÍSTICA;Acad;2015;5;16;3;6;3;2;0;0;0;0
31001017005P0;UFRJ;ESTATÍSTICA;ESTATÍSTICA;Acad;2016;5;15;2;1;5;2;0;0;0;0
31001017006P6;UFRJ;QUÍMICA;QUÍMICA ORGÂNICA;Acad;2013;7;60;21;27;48;38;28;5;13;11
31001017006P6;UFRJ;QUÍMICA;QUÍMICA ORGÂNICA;Acad;2014;7;60;29;37;50;25;19;3;6;12
31001017006P6;UFRJ;QUÍMICA;QUÍMICA ORGÂNICA;Acad;2015;7;61;22;36;42;30;24;1;13;10
31001017006P6;UFRJ;QUÍMICA;QUÍMICA ORGÂNICA;Acad;2016;7;63;27;37;42;32;8;2;5;9
31001017008P9;UFRJ;CIÊNCIA E TECNOLOGIA DE POLÍMEROS;POLÍMEROS,  APLICAÇÕES;Acad;2013;7;20;30;30;6;8;0;5;1;3
31001017008P9;UFRJ;CIÊNCIA E TECNOLOGIA DE POLÍMEROS;POLÍMEROS,  APLICAÇÕES;Acad;2014;7;21;33;18;8;4;0;2;3;1
31001017008P9;UFRJ;CIÊNCIA E TECNOLOGIA DE POLÍMEROS;POLÍMEROS,  APLICAÇÕES;Acad;2015;7;21;30;16;7;3;1;7;0;0
31001017008P9;UFRJ;CIÊNCIA E TECNOLOGIA DE POLÍMEROS;POLÍMEROS,  APLICAÇÕES;Acad;2016;7;21;36;22;15;5;0;15;2;1
31001017009P5;UFRJ;QUÍMICA DE PRODUTOS NATURAIS;QUÍMICA DOS PRODUTOS NATURAIS;Acad;2013;5;22;2;5;16;8;8;4;1;7
31001017009P5;UFRJ;QUÍMICA DE PRODUTOS NATURAIS;QUÍMICA DOS PRODUTOS NATURAIS;Acad;2014;5;22;3;7;8;8;6;2;0;3
31001017009P5;UFRJ;QUÍMICA DE PRODUTOS NATURAIS;QUÍMICA DOS PRODUTOS NATURAIS;Acad;2015;5;22;4;9;14;11;9;1;0;5
31001017009P5;UFRJ;QUÍMICA DE PRODUTOS NATURAIS;QUÍMICA DOS PRODUTOS NATURAIS;Acad;2016;5;23;3;8;4;6;4;2;1;3
31001017011P0;UFRJ;GEOLOGIA;GEOLOGIA;Acad;2013;5;31;1;9;29;10;14;2;5;2
31001017011P0;UFRJ;GEOLOGIA;GEOLOGIA;Acad;2014;5;31;3;8;18;6;1;1;4;1
31001017011P0;UFRJ;GEOLOGIA;GEOLOGIA;Acad;2015;5;30;5;8;17;10;1;3;1;0
31001017011P0;UFRJ;GEOLOGIA;GEOLOGIA;Acad;2016;5;29;9;9;28;10;0;5;2;0
31001017012P6;UFRJ;CIÊNCIAS BIOLÓGICAS (BIOFÍSICA);BIOFÍSICA;Acad;2013;7;87;25;25;78;35;1;6;5;8
31001017012P6;UFRJ;CIÊNCIAS BIOLÓGICAS (BIOFÍSICA);BIOFÍSICA;Acad;2014;7;89;30;53;79;27;10;5;5;15
31001017012P6;UFRJ;CIÊNCIAS BIOLÓGICAS (BIOFÍSICA);BIOFÍSICA;Acad;2015;7;92;24;40;63;27;7;3;11;24
31001017012P6;UFRJ;CIÊNCIAS BIOLÓGICAS (BIOFÍSICA);BIOFÍSICA;Acad;2016;7;92;31;38;61;23;5;5;7;10
31001017013P2;UFRJ;BIOQUÍMICA;BIOTECNOLOGIA;Acad;2013;6;21;16;13;15;10;2;0;1;2
31001017013P2;UFRJ;BIOQUÍMICA;BIOTECNOLOGIA;Acad;2014;6;23;17;20;16;5;4;1;3;2
31001017013P2;UFRJ;BIOQUÍMICA;BIOTECNOLOGIA;Acad;2015;6;23;18;27;12;8;4;1;2;2
31001017013P2;UFRJ;BIOQUÍMICA;BIOTECNOLOGIA;Acad;2016;6;23;20;33;14;6;2;1;1;2
31001017014P9;UFRJ;CIÊNCIAS BIOLÓGICAS (BOTÂNICA);BOTÂNICA;Acad;2013;4;25;6;2;12;25;3;1;0;27
31001017014P9;UFRJ;CIÊNCIAS BIOLÓGICAS (BOTÂNICA);BOTÂNICA;Acad;2014;4;25;3;2;12;30;11;2;0;7
31001017014P9;UFRJ;CIÊNCIAS BIOLÓGICAS (BOTÂNICA);BOTÂNICA;Acad;2015;4;27;9;6;11;29;12;1;0;9
31001017014P9;UFRJ;CIÊNCIAS BIOLÓGICAS (BOTÂNICA);BOTÂNICA;Acad;2016;4;27;7;8;9;26;9;1;0;7
31001017015P5;UFRJ;CIÊNCIAS BIOLÓGICAS (FARMACOLOGIA E QUÍMICA MEDICINAL);FARMACOLOGIA;Acad;2013;5;24;7;13;31;7;2;2;8;8
31001017015P5;UFRJ;CIÊNCIAS BIOLÓGICAS (FARMACOLOGIA E QUÍMICA MEDICINAL);FARMACOLOGIA;Acad;2014;5;26;3;12;39;9;4;0;4;8
31001017015P5;UFRJ;CIÊNCIAS BIOLÓGICAS (FARMACOLOGIA E QUÍMICA MEDICINAL);FARMACOLOGIA;Acad;2015;5;27;17;17;34;12;1;2;10;4
31001017015P5;UFRJ;CIÊNCIAS BIOLÓGICAS (FARMACOLOGIA E QUÍMICA MEDICINAL);FARMACOLOGIA;Acad;2016;5;28;16;22;25;9;4;2;4;3
31001017016P1;UFRJ;CIÊNCIAS BIOLÓGICAS (GENÉTICA);GENÉTICA;Acad;2013;6;26;13;13;41;16;5;2;6;2
31001017016P1;UFRJ;CIÊNCIAS BIOLÓGICAS (GENÉTICA);GENÉTICA;Acad;2014;6;25;12;20;37;12;8;4;1;21
31001017016P1;UFRJ;CIÊNCIAS BIOLÓGICAS (GENÉTICA);GENÉTICA;Acad;2015;6;27;11;13;44;16;11;8;2;3
31001017016P1;UFRJ;CIÊNCIAS BIOLÓGICAS (GENÉTICA);GENÉTICA;Acad;2016;6;26;15;20;23;21;7;6;5;7
31001017017P8;UFRJ;CIÊNCIAS (MICROBIOLOGIA);MICROBIOLOGIA;Acad;2013;6;44;20;23;65;34;17;7;3;5
31001017017P8;UFRJ;CIÊNCIAS (MICROBIOLOGIA);MICROBIOLOGIA;Acad;2014;6;43;19;30;45;36;9;4;2;7
31001017017P8;UFRJ;CIÊNCIAS (MICROBIOLOGIA);MICROBIOLOGIA;Acad;2015;6;42;18;18;48;24;15;3;1;8
31001017017P8;UFRJ;CIÊNCIAS (MICROBIOLOGIA);MICROBIOLOGIA;Acad;2016;6;43;21;38;42;32;10;12;1;11
31001017019P0;UFRJ;CIÊNCIAS BIOLÓGICAS (ZOOLOGIA);ZOOLOGIA;Acad;2013;5;45;16;13;88;56;36;0;2;15
31001017019P0;UFRJ;CIÊNCIAS BIOLÓGICAS (ZOOLOGIA);ZOOLOGIA;Acad;2014;5;44;15;12;92;62;24;2;3;25
31001017019P0;UFRJ;CIÊNCIAS BIOLÓGICAS (ZOOLOGIA);ZOOLOGIA;Acad;2015;5;44;15;4;71;49;22;1;3;14
31001017019P0;UFRJ;CIÊNCIAS BIOLÓGICAS (ZOOLOGIA);ZOOLOGIA;Acad;2016;5;45;21;13;84;60;17;1;1;29
31001017020P9;UFRJ;SOCIOLOGIA E ANTROPOLOGIA;OUTRAS SOCIOLOGIAS ESPECÍFICAS;Acad;2013;7;33;17;9;4;1;2;5;5;4
31001017020P9;UFRJ;SOCIOLOGIA E ANTROPOLOGIA;OUTRAS SOCIOLOGIAS ESPECÍFICAS;Acad;2014;7;35;19;7;7;5;3;15;7;2
31001017020P9;UFRJ;SOCIOLOGIA E ANTROPOLOGIA;OUTRAS SOCIOLOGIAS ESPECÍFICAS;Acad;2015;7;39;26;17;11;10;4;14;16;4
31001017020P9;UFRJ;SOCIOLOGIA E ANTROPOLOGIA;OUTRAS SOCIOLOGIAS ESPECÍFICAS;Acad;2016;7;39;32;7;6;8;4;7;3;0
31001017021P5;UFRJ;ANTROPOLOGIA SOCIAL;ANTROPOLOGIA;Acad;2013;7;22;18;5;25;9;23;8;10;1
31001017021P5;UFRJ;ANTROPOLOGIA SOCIAL;ANTROPOLOGIA;Acad;2014;7;27;22;8;16;9;16;12;16;1
31001017021P5;UFRJ;ANTROPOLOGIA SOCIAL;ANTROPOLOGIA;Acad;2015;7;25;23;10;16;15;29;16;10;3
31001017021P5;UFRJ;ANTROPOLOGIA SOCIAL;ANTROPOLOGIA;Acad;2016;7;23;19;12;14;11;20;17;6;1
31001017022P1;UFRJ;FILOSOFIA;FILOSOFIA;Acad;2013;5;27;0;11;12;11;8;21;11;6
31001017022P1;UFRJ;FILOSOFIA;FILOSOFIA;Acad;2014;5;28;5;5;9;5;5;10;12;1
31001017022P1;UFRJ;FILOSOFIA;FILOSOFIA;Acad;2015;5;24;0;4;5;8;6;8;10;1
31001017022P1;UFRJ;FILOSOFIA;FILOSOFIA;Acad;2016;5;26;1;6;16;1;5;0;9;2
31001017023P8;UFRJ;HISTÓRIA SOCIAL;HISTÓRIA;Acad;2013;6;35;19;5;5;10;9;5;7;6
31001017023P8;UFRJ;HISTÓRIA SOCIAL;HISTÓRIA;Acad;2014;6;35;13;2;4;7;8;6;10;1
31001017023P8;UFRJ;HISTÓRIA SOCIAL;HISTÓRIA;Acad;2015;6;36;10;4;8;12;6;11;6;7
31001017023P8;UFRJ;HISTÓRIA SOCIAL;HISTÓRIA;Acad;2016;6;34;6;4;3;8;9;18;8;3
31001017024P4;UFRJ;GEOGRAFIA;GEOGRAFIA;Acad;2015;7;37;8;17;6;8;14;8;17;3
31001017024P4;UFRJ;GEOGRAFIA;GEOGRAFIA;Acad;2013;7;35;7;15;16;6;13;5;18;4
31001017024P4;UFRJ;GEOGRAFIA;GEOGRAFIA;Acad;2014;7;39;7;10;5;5;11;9;29;5
31001017024P4;UFRJ;GEOGRAFIA;GEOGRAFIA;Acad;2016;7;36;6;10;4;10;20;5;8;1
31001017025P0;UFRJ;ECONOMIA DA INDÚSTRIA E DA TECNOLOGIA;ECONOMIA;Acad;2013;5;27;5;7;17;7;2;3;7;11
31001017025P0;UFRJ;ECONOMIA DA INDÚSTRIA E DA TECNOLOGIA;ECONOMIA;Acad;2014;5;27;1;4;16;7;0;2;3;6
31001017025P0;UFRJ;ECONOMIA DA INDÚSTRIA E DA TECNOLOGIA;ECONOMIA;Acad;2015;5;29;10;4;20;8;3;2;4;16
31001017025P0;UFRJ;ECONOMIA DA INDÚSTRIA E DA TECNOLOGIA;ECONOMIA;Acad;2016;5;32;6;1;15;8;1;7;5;2
31001017027P3;UFRJ;ENGENHARIA BIOMÉDICA;ENGENHARIA BIOMÉDICA;Acad;2013;7;20;3;2;21;9;4;2;2;4
31001017027P3;UFRJ;ENGENHARIA BIOMÉDICA;ENGENHARIA BIOMÉDICA;Acad;2014;7;20;4;4;14;8;3;2;1;2
31001017027P3;UFRJ;ENGENHARIA BIOMÉDICA;ENGENHARIA BIOMÉDICA;Acad;2015;7;19;6;1;22;8;3;0;4;1
31001017027P3;UFRJ;ENGENHARIA BIOMÉDICA;ENGENHARIA BIOMÉDICA;Acad;2016;7;19;5;3;13;5;5;0;5;0
31001017028P0;UFRJ;ENGENHARIA CIVIL;ENGENHARIA CIVIL;Acad;2013;7;55;23;6;14;4;3;6;4;5
31001017028P0;UFRJ;ENGENHARIA CIVIL;ENGENHARIA CIVIL;Acad;2014;7;55;33;14;19;12;3;4;5;2
31001017028P0;UFRJ;ENGENHARIA CIVIL;ENGENHARIA CIVIL;Acad;2015;7;54;29;10;16;3;3;4;4;5
31001017028P0;UFRJ;ENGENHARIA CIVIL;ENGENHARIA CIVIL;Acad;2016;7;53;27;8;26;9;4;5;1;4
31001017029P6;UFRJ;ENGENHARIA ELÉTRICA;ENGENHARIA ELÉTRICA;Acad;2013;6;52;20;31;8;2;2;0;5;3
31001017029P6;UFRJ;ENGENHARIA ELÉTRICA;ENGENHARIA ELÉTRICA;Acad;2014;6;53;20;36;5;2;0;0;4;3
31001017029P6;UFRJ;ENGENHARIA ELÉTRICA;ENGENHARIA ELÉTRICA;Acad;2015;6;55;24;56;2;7;1;0;1;3
31001017029P6;UFRJ;ENGENHARIA ELÉTRICA;ENGENHARIA ELÉTRICA;Acad;2016;6;53;22;66;10;8;1;0;2;1
31001017030P4;UFRJ;ENGENHARIA MECÂNICA;ENGENHARIA MECÂNICA;Acad;2013;7;30;14;7;22;2;4;5;6;2
31001017030P4;UFRJ;ENGENHARIA MECÂNICA;ENGENHARIA MECÂNICA;Acad;2014;7;30;9;10;23;2;6;6;0;1
31001017030P4;UFRJ;ENGENHARIA MECÂNICA;ENGENHARIA MECÂNICA;Acad;2015;7;29;14;9;17;1;0;3;0;9
31001017030P4;UFRJ;ENGENHARIA MECÂNICA;ENGENHARIA MECÂNICA;Acad;2016;7;30;17;9;23;1;1;3;2;0
31001017031P0;UFRJ;ENGENHARIA METALÚRGICA E DE MATERIAIS;ENGENHARIA DE MATERIAIS E METALÚRGICA;Acad;2013;6;24;29;10;13;11;2;1;2;0
31001017031P0;UFRJ;ENGENHARIA METALÚRGICA E DE MATERIAIS;ENGENHARIA DE MATERIAIS E METALÚRGICA;Acad;2014;6;27;20;10;11;8;2;2;4;0
31001017031P0;UFRJ;ENGENHARIA METALÚRGICA E DE MATERIAIS;ENGENHARIA DE MATERIAIS E METALÚRGICA;Acad;2015;6;29;28;8;7;4;1;0;1;0
31001017031P0;UFRJ;ENGENHARIA METALÚRGICA E DE MATERIAIS;ENGENHARIA DE MATERIAIS E METALÚRGICA;Acad;2016;6;29;35;15;7;7;3;4;2;0
31001017032P7;UFRJ;ENGENHARIA OCEÂNICA;ENGENHARIA NAVAL E OCEÂNICA;Acad;2013;5;20;2;4;10;0;5;2;0;1
31001017032P7;UFRJ;ENGENHARIA OCEÂNICA;ENGENHARIA NAVAL E OCEÂNICA;Acad;2014;5;21;1;7;9;1;4;1;0;1
31001017032P7;UFRJ;ENGENHARIA OCEÂNICA;ENGENHARIA NAVAL E OCEÂNICA;Acad;2015;5;23;4;6;6;0;2;4;1;1
31001017032P7;UFRJ;ENGENHARIA OCEÂNICA;ENGENHARIA NAVAL E OCEÂNICA;Acad;2016;5;25;6;13;6;0;3;6;0;0
31001017033P3;UFRJ;ENGENHARIA NUCLEAR;ENGENHARIA NUCLEAR;Acad;2013;6;16;11;10;8;5;0;0;7;0
31001017033P3;UFRJ;ENGENHARIA NUCLEAR;ENGENHARIA NUCLEAR;Acad;2014;6;16;13;22;6;6;2;1;1;0
31001017033P3;UFRJ;ENGENHARIA NUCLEAR;ENGENHARIA NUCLEAR;Acad;2015;6;15;13;15;14;9;1;2;1;0
31001017033P3;UFRJ;ENGENHARIA NUCLEAR;ENGENHARIA NUCLEAR;Acad;2016;6;15;21;2;10;8;1;0;5;1
31001017035P6;UFRJ;ENGENHARIA DE PRODUÇÃO;ENGENHARIA DE PRODUÇÃO;Acad;2013;5;25;14;9;11;1;8;13;14;7
31001017035P6;UFRJ;ENGENHARIA DE PRODUÇÃO;ENGENHARIA DE PRODUÇÃO;Acad;2014;5;15;5;13;23;2;8;10;13;4
31001017035P6;UFRJ;ENGENHARIA DE PRODUÇÃO;ENGENHARIA DE PRODUÇÃO;Acad;2015;5;14;14;8;11;3;9;6;9;3
31001017035P6;UFRJ;ENGENHARIA DE PRODUÇÃO;ENGENHARIA DE PRODUÇÃO;Acad;2016;5;14;12;2;15;4;7;13;3;1
31001017036P2;UFRJ;ENGENHARIA QUÍMICA;ENGENHARIA QUÍMICA;Acad;2013;7;21;37;11;6;9;2;3;4;0
31001017036P2;UFRJ;ENGENHARIA QUÍMICA;ENGENHARIA QUÍMICA;Acad;2014;7;21;41;12;9;3;3;0;5;0
31001017036P2;UFRJ;ENGENHARIA QUÍMICA;ENGENHARIA QUÍMICA;Acad;2015;7;20;48;15;11;4;0;1;1;0
31001017036P2;UFRJ;ENGENHARIA QUÍMICA;ENGENHARIA QUÍMICA;Acad;2016;7;20;53;13;25;1;0;3;0;0
31001017037P9;UFRJ;TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS;PROCESSOS BIOQUÍMICOS;Acad;2013;6;58;59;21;8;23;9;14;22;2
31001017037P9;UFRJ;TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS;PROCESSOS BIOQUÍMICOS;Acad;2014;6;58;48;12;24;19;4;24;30;3
31001017037P9;UFRJ;TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS;PROCESSOS BIOQUÍMICOS;Acad;2015;6;53;57;24;15;14;2;20;25;2
31001017037P9;UFRJ;TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS;PROCESSOS BIOQUÍMICOS;Acad;2016;6;53;49;17;18;5;4;14;18;4
31001017038P5;UFRJ;ENGENHARIA DE TRANSPORTES;ENGENHARIA DE TRANSPORTES;Acad;2013;4;16;7;1;5;5;0;1;4;2
31001017038P5;UFRJ;ENGENHARIA DE TRANSPORTES;ENGENHARIA DE TRANSPORTES;Acad;2014;4;17;3;3;4;10;1;0;11;0
31001017038P5;UFRJ;ENGENHARIA DE TRANSPORTES;ENGENHARIA DE TRANSPORTES;Acad;2015;4;15;3;2;4;6;0;8;6;2
31001017038P5;UFRJ;ENGENHARIA DE TRANSPORTES;ENGENHARIA DE TRANSPORTES;Acad;2016;4;15;5;7;8;8;2;8;5;2
31001017040P0;UFRJ;MEDICINA (ANATOMIA PATOLÓGICA);ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;Acad;2013;4;19;4;11;9;2;21;2;0;1
31001017040P0;UFRJ;MEDICINA (ANATOMIA PATOLÓGICA);ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;Acad;2014;4;17;6;10;4;4;7;6;0;2
31001017040P0;UFRJ;MEDICINA (ANATOMIA PATOLÓGICA);ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;Acad;2015;4;17;4;10;15;8;5;5;0;0
31001017040P0;UFRJ;MEDICINA (ANATOMIA PATOLÓGICA);ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;Acad;2016;4;19;6;6;4;4;7;3;0;1
31001017041P6;UFRJ;MEDICINA (CARDIOLOGIA);CARDIOLOGIA;Acad;2013;4;20;6;8;11;22;4;1;1;7
31001017041P6;UFRJ;MEDICINA (CARDIOLOGIA);CARDIOLOGIA;Acad;2014;4;21;11;7;14;27;2;2;5;11
31001017041P6;UFRJ;MEDICINA (CARDIOLOGIA);CARDIOLOGIA;Acad;2015;4;21;9;9;14;23;5;1;0;10
31001017041P6;UFRJ;MEDICINA (CARDIOLOGIA);CARDIOLOGIA;Acad;2016;4;21;9;5;9;23;3;1;3;4
31001017044P5;UFRJ;MEDICINA (ENDOCRINOLOGIA);ENDOCRINOLOGIA;Acad;2013;5;24;8;14;21;26;9;2;0;4
31001017044P5;UFRJ;MEDICINA (ENDOCRINOLOGIA);ENDOCRINOLOGIA;Acad;2014;5;25;14;16;25;14;8;1;1;5
31001017044P5;UFRJ;MEDICINA (ENDOCRINOLOGIA);ENDOCRINOLOGIA;Acad;2015;5;24;15;16;15;20;4;4;6;4
31001017044P5;UFRJ;MEDICINA (ENDOCRINOLOGIA);ENDOCRINOLOGIA;Acad;2016;5;24;9;17;23;15;0;5;8;8
31001017048P0;UFRJ;CLÍNICA MÉDICA;CLÍNICA MÉDICA;Acad;2013;7;54;49;22;72;52;40;11;3;8
31001017048P0;UFRJ;CLÍNICA MÉDICA;CLÍNICA MÉDICA;Acad;2014;7;54;61;29;63;56;31;9;5;13
31001017048P0;UFRJ;CLÍNICA MÉDICA;CLÍNICA MÉDICA;Acad;2015;7;53;35;19;42;43;18;7;7;7
31001017048P0;UFRJ;CLÍNICA MÉDICA;CLÍNICA MÉDICA;Acad;2016;7;53;56;36;51;47;21;12;11;20
31001017049P7;UFRJ;MEDICINA (DOENÇAS INFECCIOSAS E PARASITÁRIAS);DOENÇAS INFECCIOSAS E PARASITÁRIAS;Acad;2013;5;22;18;14;23;18;3;5;0;0
31001017049P7;UFRJ;MEDICINA (DOENÇAS INFECCIOSAS E PARASITÁRIAS);DOENÇAS INFECCIOSAS E PARASITÁRIAS;Acad;2014;5;20;13;15;19;13;9;5;0;0
31001017049P7;UFRJ;MEDICINA (DOENÇAS INFECCIOSAS E PARASITÁRIAS);DOENÇAS INFECCIOSAS E PARASITÁRIAS;Acad;2015;5;19;12;8;14;5;5;4;1;0
31001017049P7;UFRJ;MEDICINA (DOENÇAS INFECCIOSAS E PARASITÁRIAS);DOENÇAS INFECCIOSAS E PARASITÁRIAS;Acad;2016;5;19;16;15;18;13;6;3;1;3
31001017056P3;UFRJ;PSIQUIATRIA E SAÚDE MENTAL;PSIQUIATRIA;Acad;2013;5;25;7;20;31;16;45;23;3;8
31001017056P3;UFRJ;PSIQUIATRIA E SAÚDE MENTAL;PSIQUIATRIA;Acad;2014;5;31;9;27;60;10;30;28;12;4
31001017056P3;UFRJ;PSIQUIATRIA E SAÚDE MENTAL;PSIQUIATRIA;Acad;2015;5;36;8;19;64;7;31;18;2;5
31001017056P3;UFRJ;PSIQUIATRIA E SAÚDE MENTAL;PSIQUIATRIA;Acad;2016;5;36;24;27;39;17;29;25;1;1
31001017057P0;UFRJ;MEDICINA (RADIOLOGIA);RADIOLOGIA MÉDICA;Acad;2013;6;22;9;18;30;34;11;1;0;0
31001017057P0;UFRJ;MEDICINA (RADIOLOGIA);RADIOLOGIA MÉDICA;Acad;2014;6;24;18;20;21;32;8;5;0;0
31001017057P0;UFRJ;MEDICINA (RADIOLOGIA);RADIOLOGIA MÉDICA;Acad;2015;6;24;13;16;28;45;9;2;0;0
31001017057P0;UFRJ;MEDICINA (RADIOLOGIA);RADIOLOGIA MÉDICA;Acad;2016;6;24;5;23;16;51;17;4;0;0
31001017059P2;UFRJ;ODONTOLOGIA;ORTODONTIA;Acad;2013;5;23;23;10;5;21;4;1;0;0
31001017059P2;UFRJ;ODONTOLOGIA;ORTODONTIA;Acad;2015;5;28;14;14;4;16;5;6;2;0
31001017059P2;UFRJ;ODONTOLOGIA;ORTODONTIA;Acad;2014;5;27;14;17;5;19;3;3;0;1
31001017059P2;UFRJ;ODONTOLOGIA;ORTODONTIA;Acad;2016;5;29;14;15;5;19;4;4;3;0
31001017060P0;UFRJ;ENFERMAGEM;ENFERMAGEM;Acad;2013;5;49;6;28;46;24;3;5;1;0
31001017060P0;UFRJ;ENFERMAGEM;ENFERMAGEM;Acad;2014;5;51;1;29;48;18;2;7;0;4
31001017060P0;UFRJ;ENFERMAGEM;ENFERMAGEM;Acad;2015;5;49;8;23;37;22;1;1;0;0
31001017060P0;UFRJ;ENFERMAGEM;ENFERMAGEM;Acad;2016;5;46;5;20;32;22;1;3;0;1
31001017062P3;UFRJ;ADMINISTRAÇÃO;ADMINISTRAÇÃO;Acad;2013;4;31;5;16;11;11;5;4;2;0
31001017062P3;UFRJ;ADMINISTRAÇÃO;ADMINISTRAÇÃO;Acad;2014;4;30;12;15;6;9;5;3;0;0
31001017062P3;UFRJ;ADMINISTRAÇÃO;ADMINISTRAÇÃO;Acad;2015;4;32;15;12;10;16;8;0;0;0
31001017062P3;UFRJ;ADMINISTRAÇÃO;ADMINISTRAÇÃO;Acad;2016;4;33;21;25;8;8;4;1;0;0
31001017064P6;UFRJ;COMUNICAÇÃO;COMUNICAÇÃO;Acad;2013;6;32;0;23;21;11;6;16;12;7
31001017064P6;UFRJ;COMUNICAÇÃO;COMUNICAÇÃO;Acad;2014;6;32;3;16;16;15;5;19;19;4
31001017064P6;UFRJ;COMUNICAÇÃO;COMUNICAÇÃO;Acad;2015;6;32;0;25;38;17;7;12;8;9
31001017064P6;UFRJ;COMUNICAÇÃO;COMUNICAÇÃO;Acad;2016;6;32;0;22;30;18;9;14;13;10
31001017065P2;UFRJ;PLANEJAMENTO URBANO E REGIONAL;PLANEJAMENTO URBANO E REGIONAL;Acad;2013;6;24;3;4;5;5;3;17;10;0
31001017065P2;UFRJ;PLANEJAMENTO URBANO E REGIONAL;PLANEJAMENTO URBANO E REGIONAL;Acad;2014;6;24;0;9;6;0;6;18;7;1
31001017065P2;UFRJ;PLANEJAMENTO URBANO E REGIONAL;PLANEJAMENTO URBANO E REGIONAL;Acad;2015;6;25;2;4;1;3;8;14;6;5
31001017065P2;UFRJ;PLANEJAMENTO URBANO E REGIONAL;PLANEJAMENTO URBANO E REGIONAL;Acad;2016;6;26;0;9;2;2;3;13;3;3
31001017066P9;UFRJ;SERVIÇO SOCIAL;SERVIÇO SOCIAL;Acad;2013;6;41;4;0;2;2;2;3;6;8
31001017066P9;UFRJ;SERVIÇO SOCIAL;SERVIÇO SOCIAL;Acad;2014;6;41;2;4;5;1;2;3;6;2
31001017066P9;UFRJ;SERVIÇO SOCIAL;SERVIÇO SOCIAL;Acad;2015;6;41;3;3;6;2;1;3;6;6
31001017066P9;UFRJ;SERVIÇO SOCIAL;SERVIÇO SOCIAL;Acad;2016;6;40;2;4;4;1;5;3;1;6
31001017067P5;UFRJ;LINGÜÍSTICA;LINGÜÍSTICA;Acad;2014;5;23;6;2;18;8;1;3;2;4
